Date,Title,Link,Tags,Description,Text
2025.01.02 00:34,Работа аэропорта Казани временно ограничена,https://www.interfax.ru/russia/1001509,Казань,,"Москва. 2 января. INTERFAX.RU - Временные ограничения введены на работу аэропорта Казани для обеспечения безопасности полетов гражданских воздушных судов, сообщили в телеграм-канале представителя Росавиации в четверг.,""2 января с 00:00 мск временные ограничения введены на работу аэропорта Казань"", - говорится в сообщении.,Аэропорт временно не принимает и не отправляет рейсы."
2025.01.02 00:42,Следователи ищут возможных сообщников протаранившего толпу людей в Новом Орлеане,https://www.interfax.ru/world/1001511,"США,ИГ,Новый Орлеан",,"Москва. 2 января. INTERFAX.RU - Сотрудники правоохранительных органов США изучают данные, согласно которым у протаранившего толпу людей в Новом Орлеане были сообщники, сообщает CNN.,По данным телеканала, следователи, в частности, изучают видеокадры, на которых видно, как три мужчины и одна женщина размещают самодельные взрывные устройства в квартале, где произошла трагедия. Предполагается, что эти устройства в итоге не взорвались.,Кроме того, следователи обнаружили данные, указывающие на то, что атака была запланирована под влиянием террористической группировки ИГ (,). В частности, в багажнике врезавшегося в толпу пикапа нашли флаг ИГ.,В среду сообщалось, что автомобиль совершил наезд на толпу в туристическом районе Нового Орлеана, штат Луизиана.,Водитель после наезда вышел из пикапа и начал стрелять. Полиция открыла ответный огонь и застрелила преступника.,Трагедия произошла во время празднования на улицах города Нового года. Согласно официальным данным, погибли 10 человек, десятки пострадали, как минимум 30 человек госпитализированы.,Нападавшим стал 42-летний бывший американский военнослужащий из Техаса Шамсуддин Джаббар."
2025.01.02 02:42,Не менее 10 человек стали жертвами стрельбы в Черногории,https://www.interfax.ru/world/1001513,Черногория,,"Москва. 2 января. INTERFAX.RU - В результате стрельбы в черногорском Цетине в среду вечером погибли 10 человек, еще четверо получили ранения, сообщило агентство Associated Press (AP) со ссылкой на заявление министра внутренних дел Черногории Данило Шарановича.,""Министр внутренних дел Черногории заявил, что в среду в западном городе Цетине в результате стрельбы погибли по меньшей мере 10 человек, включая двух детей"", - говорится в сообщении.,Он заявил, что поиску стрелка привечен спецназ, ""в настоящее время мы сосредоточены на его аресте"".,Подозреваемым является 45-летний Ацо Мартинович, в прошлом задерживался за незаконное хранение оружия.,По данным местных СМИ, перед стрельбой Мартинович поссорился в баре с одним из посетителей, пошел домой за оружием, вернулся и устроил стрельбу. Затем в другом районе города застрелил хозяина бара и членов его семьи.,Позднее Шаранович информировал, что Мартинович ""при задержании попытался покончить с собой и скончался от ранений в машине скорой помощи""."
2025.01.02 02:05,Возгорание Tesla Cybertruck в Лас-Вегасе могло быть вызвано взрывом бомбы,https://www.interfax.ru/world/1001512,"Tesla,Дональд Трамп,Илон Маск,Лас-Вегас,США",,"Москва. 2 января. INTERFAX.RU - Возгорание автомобиля Tesla Cybertruck в Лас-Вегасе близ гостиницы Trump International Hotel могло быть терактом, предположил глава компании Tesla Илон Маск.,""Все выглядит так, как будто это, вероятно, теракт"", - написал он с соцсети X в ночь на четверг.,Маск пояснил, что Tesla Cybertruck арендовали через тот же сервис Turo, что и пикап, врезавшийся в среду в толпу в Новом Орлеане.,Ранее Маск сообщал, что возгорание машины в Лас-Вегасе было вызвано хранившимися в багажнике фейерверками или бомбой.,""Мы получили подтверждение, что взрыв был вызван очень мощными фейерверками либо бомбой в багажнике взятого в аренду Cybertruck. Речь не идет о неисправности автомобиля"", - сообщил бизнесмен в соцсети X.,В среду автомобиль загорелся близ входа в гостинцу Trump International Hotel, одним из владельцев которой является избранный президент США Дональд Трамп.,Находившийся внутри машины человек погиб. Еще семь человек получили незначительные травмы."
2025.01.02 03:19,Число жертв в результате наезда на толпу людей в Новом Орлеане выросло до 15,https://www.interfax.ru/world/1001514,"США,Луизиана,Новый Орлеан",,"Москва. 2 января. INTERFAX.RU - По меньшей мере 15 человек погибли и более 30 получили ранения в результате наезда на толпу в Новом Орлеане (,), сообщают СМИ со ссылками на власти.,Ранее сообщалось ,.,В среду автомобиль совершил наезд на толпу в туристическом районе Нового Орлеана, штат Луизиана.,Водитель после наезда вышел из пикапа и начал стрелять. Полиция открыла ответный огонь и застрелила преступника.,Трагедия произошла во время празднования на улицах города Нового года.,Нападавшим стал 42-летний бывший американский военнослужащий из Техаса Шамсуддин Джаббар."
2025.01.02 03:54,Украинский дрон сбит над Воронежем,https://www.interfax.ru/russia/1001516,"Александр Гусев,Воронеж,Воронежская область",,"Москва. 2 января. INTERFAX.RU - Средства противовоздушной обороны сбили беспилотник ВСУ над Воронежем, сообщил в четверг глава региона Александр Гусев.,""Дежурными силами ПВО и средствами РЭБ над Воронежем обнаружен и уничтожен ещё один БПЛА"", - написал губернатор в своем телеграм-канале.,Пострадавших и разрушений нет, добавил Гусев."
2025.01.02 04:49,Байден не исключил связи между ЧП в Лас-Вегасе и Новом Орлеане,https://www.interfax.ru/world/1001517,"Tesla,Дональда Трамп,Илон Маск,Лас-Вегас,США,Джо Байден",,"Москва. 2 января. INTERFAX.RU - Президент США Джо Байден заявил о возможной связи между наездом пикапа на людей в Новом Орлеане и взрывом автомобиля Tesla Cybertruck возле отеля избранного президента Дональда Трампа в Лас-Вегасе.,""Мы следим за взрывом Cybertruck возле отеля Трампа в Лас-Вегасе. Правоохранительные органы и разведывательное сообщество также ведут расследование относительно возможной связи взрыва с нападением в Новом Орлеане"", - заявил Байден журналистам.,Он отметил, что ""на данный момент ничего не сообщается по этому поводу"" и предупредил, что ""никто не должен делать поспешных выводов"".,В среду автомобиль Tesla Cybertruck загорелся близ входа в гостиницу Trump International Hotel, одним из владельцев которой является Трамп.,Находившийся внутри машины человек погиб. Еще семеро получили незначительные травмы.,Глава компании Tesla Илон Маск написал в соцсети X в ночь на четверг: ""Все выглядит так, как будто это, вероятно, теракт"".,Маск пояснил, что Tesla Cybertruck арендовали через тот же сервис Turo, что и пикап, врезавшийся в среду в толпу в Новом Орлеане. В результате инцидента погибли 15 человек, более 30 получили ранения."
2025.01.02 06:41,"Аэропорты Казани, Саратова, Пензы, Саранска и Ульяновска возобновили работу",https://www.interfax.ru/russia/1001518,"Пенза,Саранск,Саратов,Ульяновск,Казань",,"Москва. 2 января. INTERFAX.RU - Ограничения на прием и выпуск воздушных судов сняты в аэропортах Казани, Саратова, Пензы, Саранска и Ульяновска, сообщили в четверг в Росавиации.,""В аэропортах Саратов (Гагарин), Пенза и Саранск ограничения на прием и выпуск воздушных судов сняты в 02:00 мск, в аэропорту Ульяновск (Баратаевка) - в 03:30 мск"", - говорится в сообщении.,""В аэропорту Казани ограничения на прием и выпуск воздушных судов (ВС) сняты в 05:00 мск"", - добавили в Росавиации.,Временные ограничения вводились для обеспечения безопасности гражданских полетов."
2025.01.02 06:45,Глава Брянской области сообщил об уничтожении еще четырех дронов над регионом,https://www.interfax.ru/russia/1001519,"Александр Богомаз,Брянск,Брянская область",,"Москва. 2 января. INTERFAX.RU - Средства противовоздушной обороны сбили еще четыре украинских беспилотника над Брянской областью, сообщил глава региона Александр Богомаз в четверг в своем телеграм-канале.,Пострадавших и разрушений нет, добавил он.,Ранее сообщалось об уничтожении двух БПЛА над регионом."
2025.01.02 07:17,13 украинских БПЛА уничтожены над российскими регионами за ночь,https://www.interfax.ru/russia/1001520,"Минобороны РФ,Брянская область,Курская область,Воронежская область,Белгородская область,Калужская область",,"Москва. 2 января. INTERFAX.RU - Российские военные в ночь на четверг сбили 13 украинских дронов над территорией России, сообщили в Минобороны РФ.,""В течение прошедшей ночи дежурными средствами ПВО уничтожены 13 украинских беспилотных летательных аппаратов: один БПЛА над территорией Воронежской области, три над территорией Белгородской области, четыре над территорией Брянской области, четыре над территорией Курской области и один над территорией Калужской области"", - говорится в сообщении."
2025.01.02 08:08,Паром в Севастополе приостановил работу из-за непогоды,https://www.interfax.ru/russia/1001521,Севастополь,,"Москва. 2 января. INTERFAX.RU - В Севастополе приостановлена работа парома из-за непогоды, сообщается в четверг в телеграм-канале дирекции по развитию дорожно-транспортной инфраструктуры города.,""Из-за ухудшения погодных условий паром приостановил движение"", - говорится в сообщении."
2025.01.02 08:29,Самолет выкатился за взлетную полосу после посадки в аэропорту Норильска,https://www.interfax.ru/russia/1001522,Норильск,,"Москва. 2 января. INTERFAX.RU - Самолет Airbus 321A авиакомпании ""Сибирь"", прибывший в четверг утром из Москвы в Норильск (Красноярский край), выкатился за взлетно-посадочную полосу при развороте после посадки в аэропорту, сообщает Западно-Сибирская транспортная прокуратура.,""По предварительным данным, сегодня около 08:00 (,) в международном аэропорту Норильск им. Н.Н. Урванцева после завершения посадки воздушного судна Airbus 321A авиакомпании ""Сибирь"", выполнявшего рейс из Москвы, при осуществлении разворота в районе рулежной дорожки допущено его выкатывание за пределы взлетно-посадочной полосы"", - говорится в сообщении.,По данным надзорного ведомства, на борту самолета находились 79 пассажиров, воздушное судно временно отстранено от полетов.,Для выполнения обратного рейса в Москву выделен резервный борт, вылет запланирован на 15:30 (,)."
2025.01.02 03:53,Два дрона ВСУ сбиты над Брянской областью,https://www.interfax.ru/russia/1001515,"Александр Богомаз,Брянск,Брянская область",,"Москва. 2 января. INTERFAX.RU - Два украинских беспилотника сбиты средствами противовоздушной обороны над Брянской областью в четверг, сообщил глава региона Александр Богомаз в своем телеграм-канале."
2025.01.02 09:52,"Более 1,5 тысячи детенышей родились в Московском зоопарке в 2024 году",https://www.interfax.ru/moscow/1001524,"Москва,Московский зоопарк,Сергей Собянин",,"Москва. 2 января. INTERFAX.RU - Мэр столицы Сергей Собянин сообщил о появлении более 1,5 тысячи детенышей в Московском зоопарке в ушедшем году.,""Московский зоопарк - уютный дом для животных со всего света, в котором дружно живут свыше 10 тысяч постояльцев. Для каждого созданы комфортные условия, максимально приближенные к естественной среде. Даже редкие и уязвимые виды чувствуют себя здесь настолько вольготно, что обзаводятся здоровым и активным потомством. Прошлый, 2024 год, также не стал исключением. В Московском зоопарке появилось на свет свыше 1,5 тысячи детенышей"", - , он в своем личном блоге в четверг.,По его словам, летом ""у самой фотогеничной пары , Кузьмы и Малой родились двое капибарят"".,""Пара , живет в зоопарке более 30 лет - солидный возраст для этих птиц. И тем не менее этой весной они порадовали зоологов, высидев здорового птенца. Дружная стая , пополнилась еще одним неугомонным малышом. Для пары - самца Вицли-Пуцли и самки Фреи - он стал 29 щенком. На ""Турьей горке"" семеро козлят родились в стаде ,. А двое ягнят появились у ,"", - отметил мэр.,Он сообщил, что пара ,поселилась в зоопарке прошлым летом 2023 года, а уже в этом году у них появился щенок. ""Это первые бурые гиены в 160-летней истории Московского зоопарка"", - подчеркнул Собянин.,Кроме того, сказал мэр, в павильоне ""Приматы"" родился детеныш миниатюрной ,, пополнение произошло и в семье ,.,""В филиале Московского зоопарка в Вологодской области - Зоосаде в вотчине Деда Мороза в Великом Устюге появился на свет птенец ,. Летом зоологи радовались пополнению у ,. Этот случай стал одним из первых успешных разведений леопардового полоза из Крымской популяции в условиях зоопарка"", - пояснил Собянин.,""А осенью в террариуме Московского зоопарка появились на свет шесть змеек ,. Это самая крупная змея Австралии и Новой Гвинеи, занесенная в Международную Красную книгу"", - заметил мэр.,Он сообщил, что еще 300 животных переехали в Московский зоопарк из 20 регионов России и десятка других стран. Среди ""новеньких"" - три ,.,""Имена для них уже выбрали на платформе электронного голосования ""Активный гражданин"". Самку, которая прибыла в конце августа, назвали Маша. Еще одна самочка и самец, которых назвали Звездочка и Лучик, приехали в Московский зоопарк в конце декабря"", - уточнил Собянин.,Он рассказал также о двух молодых , - Майе и Базальте, которые приехали из Белоруссии. А также о том, что к самцу ,Диего летом приехала ""подружка"" Белла.,""И впервые за десять лет в Московский зоопарк приехал ,. У головоногого новосела три сердца и аж девять мозгов - он отлично помнит сотрудников, которые за ним ухаживают. Увидеть его можно в павильоне ""Экзотариум"" на Новой территории"", - написал Собянин.,Мэр напомнил, что с прошлого года понаблюдать за животными можно и из дома - Московский зоопарк запустил видеотрансляции из вольеров десяти видов животных, среди которых символ зоопарка манул Тимофей, большие панды Жуи, Катюша и Диндин, карликовый бегемот, капибары, сурикаты, слоны, гориллы, орангутаны, медоеды и рыси."
2025.01.02 10:15,Почти 73 тыс. тонн песка с мазутом вывезено с пляжей Анапы и Темрюкского района Кубани,https://www.interfax.ru/russia/1001525,"Краснодарский край,Анапа",,"По данным оперштаба региона, вывоз песка с мазутом на предприятия утилизации приостановили из-за набранного объема,Москва. 2 января. INTERFAX.RU - Почти 73 тыс. тонн песка с мазутом вывезено с пляжей Анапы и Темрюкского района Кубани после крушения танкеров с нефтепродуктами, сообщает оперштаб региона.,Таковы данные на утро вторника. ""Более половины этого объема приняла площадка временного накопления в хуторе Воскресенском Анапы - 38 тыс. тонн. Всего она сможет принять не менее 200 тыс. тонн загрязненного нефтепродуктами грунта"", - говорится в сообщении штаба.,Отмечается, что предприятия утилизации замазученного песка на данный момент набрали максимальный объем для переработки. Всего такой песок принимают четыре специализированные компании Краснодарского края.,""На предприятия утилизации вывоз временно приостановлен, так как они набрали максимальный объем для переработки. Площадки складирования перед процедурой обеззараживания заполнены, вывозить новые партии смогут после того, как будет частично утилизировано то, что уже размещено на этих предприятиях"", - уточняется в сообщении.,15 декабря в Керченском проливе потерпели крушение танкеры с мазутом ""Волгонефть 212"" и ""Волгонефть 239"". Один член экипажа ,, остальные были эвакуированы. В районе ЧП произошел разлив топлива. Нефтепродукты вынесло на берег, загрязнение растянулось ,.,Общая протяженность зоны мониторинга на побережье Краснодарского края составляет 220 км. К ликвидации ЧС привлечены, с учетом волонтеров, более 10 тыс. человек и 700 единиц техники.,На территории четырех поселений Темрюкского района и в станице Благовещенской близ Анапы был введен режим ЧС.,25 декабря губернатор Краснодарского края Вениамин Кондратьев ввел режим ЧС на всей территории региона. 26 декабря правительственная комиссия под председательством главы МЧС РФ Александра Куренкова приняла решение о введении ,."
2025.01.02 10:54,Оппозиция Южной Кореи потребовала немедленного ареста отстраненного от власти президента,https://www.interfax.ru/world/1001526,"Юн Сок Ёль,Южная Корея",,"Москва. 2 января. INTERFAX.RU - Основная оппозиционная Демократическая партия Южной Кореи призвала немедленно заключить под стражу отстраненного с поста президента Юн Сок Ёля, на арест которого ранее выдали ордер, сообщает в четверг Yonhap.,""На встрече, посвященной политике партии, лидер ее фракции в парламенте Пак Чхан Дэ жестко раскритиковал заявления Юн Сок Ёля и призвал немедленно его арестовать"", - информирует агентство.,""Зачинщик Юн Сок Ёль подстрекает к бунту, прячась в своей резиденции и отказываясь подчиниться законным предписаниям государственных институтов, вместе с тем призывая население сражаться за него"", - заявил председатель политического комитета Джин Сон Чжун, добавив, что арест Юн Сок Ёля является ""ключевым приоритетом"".,Западный окружной суд Сеула во вторник выдал ордер на арест Юн Сок Ёля. Теперь у Управления по расследованию коррупции среди высокопоставленных должностных лиц (CIO), составленному из сотрудников полиции и Минобороны, есть неделя на его исполнение. В CIO отмечали, что могут задействовать полицейские силы, если охрана Юн Сок Ёля помешает взять его под стражу.,Накануне Юн Сок Ёль направил своим сторонникам, собравшимся возле президентской резиденции, письменное послание, в котором пообещал продолжать бороться против антигосударственных сил, которые, по его мнению, представляют угрозу для Южной Кореи. В четверг его юристы обнародовали заявление, согласно которому ордер на арест не имеет законной силы, поскольку CIO не может расследовать обвинения в мятеже. В команде юристов подчеркнули, что если CIO задействуют полицейских против Юн Сок Ёля, то превысит свои полномочия, а охрана Юн Сок Ёля сама может задержать офицеров полиции.,По мнению ряда наблюдателей, если CIO не удастся арестовать Юн Сок Ёля к 6 января, то оно может попробовать вновь вызвать его на допрос. Однако ранее он трижды не являлся на разговор со следователями, что и стало причиной запросить ордер на арест.,В декабре парламент , Юн Сок Ёля от власти после его попытки 3 декабря ввести в стране , для борьбы против политических оппонентов. Это решение вызвало возмущение жителей страны, а парламент быстро , военного положения.,И. о. президента стал Хан Док Су. Позднее южнокорейский парламент также высказался за , от власти Хан Док Су, на этом посту его сменил первый заместитель премьера, министр экономики и финансов Чхве Сан Мок, который заявил, что приоритет его политики - восстановление стабильности в стране.,Конституционный суд должен будет в ближайшие месяцы решить, оставлять ли в силе решение парламента об импичменте президенту. Ранее Чхве Сан Мок утвердил назначение еще двух судей в этот орган, однако требуется заполнить еще одно место, чтобы получить полный состав в девять судей. Для окончательного отстранения от власти Юн Сок Ёля требуются голоса минимум шести судей."
2025.01.02 11:00,Повторный выброс мазута выявлен на побережье Анапы,https://www.interfax.ru/russia/1001527,"Анапа,Краснодарский край,МЧС РФ,Крым",,"По данным МЧС, выброса нефтепродуктов на побережье Крыма не обнаружено,Москва. 2 января. INTERFAX.RU - Авиация МЧС РФ обнаружила в ходе мониторинга выброс нефтепродуктов до трех метров на побережье Анапы, сообщила пресс-служба министерства в четверг.,""В ходе мониторинга на побережье Анапы (,) выявлен выброс нефтепродуктов, частично на участках шириной до 3 метров"", - говорится в сообщении.,По данным пресс-службы, побережье Кубани обследуют 17 мониторинговых групп. Уже собрано и вывезено почти 73 тыс. тонн загрязненного песка и грунта.,Как добавили в ведомстве, ""в Республике Крым по результатам работы 48 мониторинговых групп в ГО Керчь, ГО Феодосия, ГО Судак, ГО Ялта, ГО Алушта и Ленинский район фактов обнаружения нефтепродуктов не выявлено"".,К мониторингу обстановки привлечено более 80 человек и 38 единиц техники.,Всего задействовано порядка 100 человек и 39 единиц техники.,Всего обследовано 1 589 километров береговой линии, собрано и вывезено более 226 тонн загрязненного песка и грунта, очищено более 44 километров береговой линии.,15 декабря в Керченском проливе потерпели крушение танкеры с мазутом ""Волгонефть 212"" и ""Волгонефть 239"". Один член экипажа ,, остальные были эвакуированы. В районе ЧП произошел разлив топлива. Нефтепродукты вынесло на берег, загрязнение растянулось ,.,Общая протяженность зоны мониторинга на побережье Краснодарского края составляет 220 км."
2025.01.02 11:32,"МИД заявил, что остановка Киевом транзита газа РФ ослабила экономический потенциал Европы",https://www.interfax.ru/world/1001529,"газ,Европа,Украина,МИД РФ,Мария Захарова,Газпром,Нафтогаз Украины",,"Москва. 2 января. INTERFAX.RU - Прекращение Украиной транзита российского газа ослабляет экономический потенциал Европы, негативно сказывается на уровне жизни европейцев, заявила официальный представитель МИД России Мария Захарова.,""Прекращение поставок конкурентного и экологически чистого российского энергоносителя не только ослабляет экономический потенциал Европы, но и самым негативным образом сказывается на уровне жизни европейских граждан"", - говорится в , Захаровой, размещенном в четверг на сайте МИД.,По ее словам, ""геополитическая подоплёка решения киевского режима лежит на поверхности. Главный бенефициар передела энергетического рынка Старого Света и он же главный спонсор украинского кризиса - США"".,""Первой жертвой их хищнической стратегии уже стала крупнейшая европейская экономика - ФРГ, которая после подрыва газопроводов ""Северный поток"" и ""Северный поток-2"" оказалась вынуждена закупать природный газ по существенно более высоким ценам и перешла к сворачиванию целого ряда крупнейших и легендарных немецких производств. Теперь свою цену за американское покровительство вынуждены будут заплатить и другие страны в прошлом экономически успешного и независимого Европейского союза"", - указывается в комментарии.,""Ответственность за прекращение поставок российского газа целиком и полностью лежит на США, марионеточном киевском режиме, а также властях европейских государств, пожертвовавших благополучием своих граждан ради финансовой поддержки американской экономики"", - подчеркнула Захарова.,Согласно комментарию, Киев отказался продлевать соглашения ПАО ""Газпром"" с компанией ""Нафтогаз Украины"" и с ""Оператором газотранспортной системы Украины"". Срок действия документов истек 1 января 2025 года. С того же дня был прекращен транзит российского газа в Европу через территорию Украины.,Как говорится в комментарии, ""подчеркнём - киевские власти приняли решение о прекращении прокачки голубого топлива из России для жителей европейских стран, несмотря на выполнение ""Газпромом"" своих контрактных обязательств""."
2025.01.02 11:09,Пассажиропоток авиакомпаний РФ в 2024 году вырос примерно на 5%,https://www.interfax.ru/russia/1001528,"Росавиация,Дмитрий Ядров",,"Москва. 2 января. INTERFAX.RU - Пассажиропоток авиакомпаний РФ в 2024 году, по предварительным данным, вырос примерно на 5% относительно показателя за 2023 год, сообщил глава Росавиации Дмитрий Ядров журналистам в четверг.,""Что касается перевозок в целом по стране, подсчеты на данный момент ведем, но рост составил порядка 5%, и, по предварительным данным, перевезено 111,3 млн человек"", - сказал он.,Объем перевозок через аэропорты Московского авиаузла (""Шереметьево"", ""Внуково"", ""Домодедово""), по его словам, выросли также примерно на 5%, до 75 млн человек. В частности, крупнейший в РФ аэропорт ""Шереметьево"" обслужил ориентировочно на 20% больше пассажиров, чем год назад."
2025.01.02 11:39,Полиция Южной Кореи провела обыски в аэропорту Муана по делу о катастрофе 29 декабря,https://www.interfax.ru/world/1001530,"Южная Корея,Муан,Jeju Air",,"Москва. 2 января. INTERFAX.RU - Полиция Южной Кореи в четверг обыскала международный аэропорт города Муан, офис авиакомпании Jeju Air и другие места в рамках расследования причин крушения 29 декабря пассажирского самолета, при котором погибли 179 человек, сообщает агентство Yonhap.,Власти уточнили, что ордер на обыск выдали в связи с выдвинутыми обвинениями в халатности, которая привела к гибели граждан.,В частности, в аэропорту полицейские собирали записи разговоров между контрольно-диспетчерским пунктом и экипажем самолета Jeju Air, а также данные о работе системы, обеспечивающей заход самолета на посадку. Следователи главным образом пытаются установить, были ли какие-либо проблемы в обеспечении процесса экстренной посадки разбившегося самолета, в том числе в плане мер, принятых на диспетчерской вышке в ходе инцидента.,29 декабря самолет возвращался из Бангкока, на его борту находились 175 пассажиров и шесть членов экипажа. Перед крушением диспетчеры направили экипажу предупреждение об угрозе столкновения с птицами, после чего пилот подал сигнал бедствия. На видеозаписях, показанных местными телеканалами, видно, как самолет пытался приземлиться, не выпуская шасси. Лайнер заскользил по земле, врезался в бетонную стену, после чего взорвался и загорелся. Выжили два человека с самолета.,В данный момент все 179 жертв опознаны, прошли первые похороны погибших. К алтарям почтить память жертв по всей стране пришли 158 тыс. человек.,Экстренные службы ранее извлекли черные ящики из обломков самолета. Однако из-за сильных повреждений их пришлось отправить на расшифровку в США."
2025.01.02 11:48,Четыре украинских дрона сбиты над Белгородской областью,https://www.interfax.ru/russia/1001532,"Минобороны РФ,Белгородская область",,"Москва. 2 января. INTERFAX.RU - Российские военные в четверг утром сбили четыре беспилотника ВСУ в небе над Белгородской областью, сообщили в Минобороны РФ.,По его данным, дежурные средства ПВО уничтожили дроны с 08:00 до 11:00 по московскому времени."
2025.01.02 11:42,Дальняя авиация РФ продолжит патрулирование над Арктикой и Атлантикой в 2025 году,https://www.interfax.ru/russia/1001531,"Ту-142,Северный флот,Арктика",,"Москва. 2 января. INTERFAX.RU - Патрулирование воздушного пространства над Арктикой и Атлантикой станет одной из приоритетных задач для самолетов дальней противолодочной авиации в 2025 году, сообщила пресс-служба Северного флота в четверг.,""Экипажи дальних противолодочных самолетов Ту-142 смешанного авиационного корпуса Северного флота продолжат практику длительных полетов в оперативно важных районах Атлантического и Северного Ледовитого океанов. Данная задача будет одной из приоритетных для летчиков этого типа самолетов в новом году"", - говорится в сообщении.,По данным пресс-службы, в течение 2024 года экипажи противолодочных самолетов Ту-142 неоднократно выполняли задачи в международном воздушном пространстве над Арктикой и Атлантикой.,""Все полеты были выполнены в строгом соответствии с международными правилами и договорами об использовании воздушного пространства без нарушения границ приморских государств"", - заявили в пресс-службе СФ.,По ее данным, средняя продолжительность полетов в дальнюю морскую зону составила около 12 часов, а среднее пройденное расстояние за полет превышало 8 тыс. километров.,Как сказали в пресс-службе флота, ""помимо выполнения воздушного патрулирования и других поставленных задач, летчики проводили ледовую разведку и мониторинг обстановки в Арктике""."
